q11_id,q12_age_int,q13_age_attd,q14_no_game,q15_team_sup,q16_attd_who,mar28,apr17,may2,may9,may23,june6,june27,july4,july24,july31,aug15,q18_game_last,q19_sport_fx,q21,q22,q23,q24,q25,q26,q27,q28,q29,q210,q211,q3,q41,q42,q43,q44,q45,q46,q51,q52,q53,q54,q55,q56,q57,q58,q61,q62,q63,q64,q65,q71,q711,q712,q72,q721,q722,q723,q73,q731,q732,q74,q741,q742,q75,q751,q81,q82,q83,q84,q85,q91,q911,q912,q92,q921,q922,q923,q924,q93,q931,q932,q933,q934,q94,q941,q942,q943,q95,q951,q952,q953,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q12a,q12b,q12c,q12d,q131,q132,q133,q134,q135,q136,q137,q138,q139,q141,q142,q143,q144,q145,q146,q151,q152,q153,q154,q155,q156,q157,q158,q159,q1510,q16,q17,q18,q18b,q19,q20,q21_agev152,q22_sexv153,q23_postcode,q24a,q24b,q24c,q24d,q24e,q24f,q25_incomev161
261,20,21,6,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,6,1,1,5,1,7,3,5,4,7,6,7,7,7,5,5,5,6,6,3,4,3,7,20,25,25,20,10,4,4,4,5,3,4,4,4,5,3,5,5,5,4,4,20,20,20,20,20,5,5,5,5,5,4,4,6,4,3,5,2,4,6,6,6,6,5,6,5,2,7,6,6,6,6,5,6,6,6,6,6,6,6,2,2,2,2,6,6,5,5,5,4,4,4,4,7,7,1,5,7,7,4,3,6,4,6,4,6,2,6,7,1, ,1, ,1, ,3,1,2046,0,0,0,0,0,1,5
168,2,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,6,7,1,7,5,7,7,6,5,6,5,4,4,6,4,2,4,4,7,7,1,5,1,5,25,35,15,15,10,4,4,3,4,5,3,2,1,5,3,4,5,5,6,5,20,30,20,10,20,6,5,4,6,4,5,6,6,5,5,5,6,6,6,6,6,6,5,5,5,5,5,6,5,5,6,3,7,4,5,3,5,6,2,5,1,1,2,6,6,6,6,4,5,6,4,7,6,5,4,4,3,4,4,2,4,6,2,4,4,1,6,3,1, ,1, ,1,1,2,1,2046,0,0,0,0,0,1,7
96,8,8,5,3,3,0,1,0,1,0,0,0,1,1,1,0,1, ,2,1,4,7,3,6,2,6,7,7,1,6,2,4,3,7,3,1,6,3,2,5,4,2,1,2,30,20,10,30,10,3,4,5,5,5,5,5,5,5,5,5,6,5,4,4,40,30,10,10,10,4,4,4,3,3,5,3,4,3,3,6,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,6,5,4,4,5,1,1,1,5,4,4,4,6,4,4,4,4,1,1,4,4,4,5,4,3,3,1,6,2,4,1,1,4,2,1,1, ,1,1,3,2,2050,0,0,1,0,0,0,4
206,4,16,8,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,7,7,4,7,6,1,7,5,7,4,7,4,7,7,7,4,7,7,7,7,7,4,5,5,20,30,20,20,10,4,4,4,4,4,6,5,5,4,4,6,6,4,5,2,10,10,20,50,10,5,5,1,5,4,5,3,5,6,6,6,5,5,6,6,6,6,5,5,6,6,7,6,6,6,6,6,7,6,6,6,7,6,6,1,1,1,1,7,6,6,6,7,6,6,6,6,7,7,7,2,7,7,1,7,7,7,7,7,7,7,7,2,2,2,2,2,1, ,6,1,2060,0,0,1,0,0,0,6
508,10,22, ,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,7,4,5,7,6,7,7,1,5,5,4,7,7,6,7,6,7,7,7,7,7,6,6,5,7,7,20,40,5,20,15,5,4,5,6,5,7,5,6,6,6,6,7,7,7,5,15,30,20,30,5,7,7,7,6,7,7,6,7,6,7,7,6,7,6,7,6,7,6,5,5,6,7,7,6,7,6,7,7,6,7,6,6,6,6,2,1,1,2,7,7,7,7,7,7,6,6,6,7,7,6,3,7,7,5,5,7,4,6,4,5,5,5,3,1,5,2,1,1,1,3,2,2060,0,0,0,0,0,1,4
1060,11,11,11,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,7,7,7,7,7,1,4,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,20,20,10,40,10,7,5,4,7,7,5,5,6,5,5,7,6,7,7,7,5,5,50,10,30,7,7,7,7,5,7,3,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,6,7,7,7,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,4,1, ,1, ,1,2,1,1,2062,0,0,0,0,0,1,7
766,24,24,10,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,7,1,5,3,6,7,4,3,4,5,2,2,5,4,1,2,3,6,6,2,2,5,4,15,15,30,15,25,6,6,5,6,5,5,6,6,6,6,6,6,6,5,5,25,25,25,15,10,4,4,4,4,4,4,4,4,2,2,2,2,2,6,6,6,2,6,6,6,4,3,3,3,3,3,3,4,5,5,4,5,4,5,3,3,3,3,5,4,3,4,3,4,4,4,4,6,4,5,5,4,6,4,2,4,3,6,3,5,2,2,4,1, ,1, ,1,1,3,1,2065,0,0,1,0,0,0,6
194,25,36,8,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,7,6,1,4,1,5,1,4,6,3,3,5,4,4,3,6,5,4,2,3,1,2,6,30,40,3,20,7,3,4,4,3,3,3,4,4,4,4,4,4,5,5,4,15,15,10,40,20,5,5,4,5,5,5,5,5,4,4,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,6,6,4,5,5,6,6,5,5,3,4,5,6,6,3,5,4,4,4,4,2,4,4,1, ,1, ,1, ,6,2,2065,0,0,0,0,0,1,7
147,5,8, ,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,7,7,7,2,4,2,7,6,7,6,7,7,7,3,7,7,7,7,5,4,3,6,20,20,20,20,20,5,5,5,7,4,6,6,5,5,5,6,7,7,5,5,30,30,5,5,30,2,2,2,4,4,4,2,6,2,3,3,4,2,3,3,3,3,6,6,6,6,6,2,2,2,2,2,4,3,2,2,2,2,2,6,2,2,6,3,2,2,3,1,5,4,3,3,7,7,6,7,7,7,6,6,6,4,6,4,4,6,6,7,1, ,1, ,1, ,3,1,2067,0,0,1,0,0,0,2
223,15,15,15,1,2,0,0,1,1,1,1,0,1,1,0,1,1,3,6,7,7,7,4,5,6,7,7,7,3,5,5,3,5,5,6,3,6,6,7,7,5,4,2,1,15,20,20,40,5,3,4,2,3,2,2,4,4,3,2,6,5,5,6,2,30,30,30,5,5,5,5,6,5,6,6,4,7,5,3,6,6,5,5,6,6,7,6,6,6,3,6,5,4,5,6,7,6,6,7,5,7,5,6,4,2,2,1,7,7,6,7,7,6,7,7,6,5,5,1,1,7,7,7,3,6,1,5,2,7,3,1,4,1, ,1, ,1, ,1,1,2067,0,0,0,0,0,1,7
1047,5,8,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,4,7,5,7,7,6,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,10,20,40,10,7,6,4,7,7,7,7,7,7,7,7,7,7,7,5,30,20,10,20,20,6,5,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,7,7,6,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,2,6,6,6,7,6,6,6,5,7,7,7,4,4,4,6,6,5,1,4,4,2,1,2,1,1,1,5,2,2068,0,0,1,0,0,0,7
118,17,8,0,1,3,0,1,1,0,1,1,1,1,1,1,1,1,3,3,1,6,7,4,4,2,7,7,5,3,4,1,2,2,6,2,1,2,2,5,5,2,1,1,3,8,40,40,10,2,5,4,5,6,2,4,5,6,6,6,6,5,5,4, , ,70, , ,30,3,3,4,5,6,6,4,5,4,4,5,4,3,5,5,5,5,6,5,6,4,5,5,3,2,2,1,2,2,3,3,4,1,1,7,1,1,1,6,6,6,6,6,4,5,5,5,5,4,3,1,5,6,4,4,5,6,4,4,6,2,6,2,1, ,1, ,1, ,2,2,2070,0,0,0,0,0,1,6
3,13,25,20,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,1,7,7,7,5,4,6,3,5,4,4,5,5,3,4,4,5,5,3,3,5,5,80, , , ,80,6,5,5,5,3,3,4,5,4,4,5,6,6,6,5, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,4,1,4,1,1,1,1,1,1,4,5,3,7,4,4,4,1,2,4,1,1,4,1,4,7,1, ,1, ,1,1,5,1,2070,0,0,0,1,0,0,3
300,16,16,2,1,3,1,1,1,1,1,1,1,1,1,0,1,2,1,3,1,5,7,3,3,6,1,6,5,6,7,5,2,5,6,5,4,7,6,6,7,7,1,4,7,10,30,30,20,10,5,4,4,5,4,3,4,5,6,6,5,5,7,4,4,30,10,10,30,20,6,7,7,6,6,6,6,6,5,5,5,5,5,6,6,6,6,3,3,3,3,6,4,4,5,5,5,3,2,6,5,6,6,4,2,2,3,2,6,6,6,7,5,5,7,5,6,7,7,5,6,7,7,7,3,7,7,7,4,5,1,7,7,1, ,1, ,1, ,2,2,2072,0,0,0,0,0,1,6
512,8,8,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,3,4,1,3,6,3,2,5,1,6,4,6,6,5,5,6,6,5,5,5,5,5,5,5,4,4,5,30,20,18,20,12,6,6,6,6,6,5,5,6,6,6,6,5,5,5,5,15,25,18,17,25,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3,2,1,1,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,6,4,5,7,5,4,4,3,6,5,1, ,2,1,1,1,2,2,2073,0,0,0,0,0,1,4
680,10,10,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,6,6,2,6,5,5,6,5,3,4,3,2,5,6,5,2,5,3,6,5,2,2,2,3,5,20,60,10,5,5,4,4,5,4,5,4,6,5,6,5,5,5,6,6,10,10,10,20,50,6,5,6,6,5,5,5,5,5,4,5,5,4,6,6,6,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,6,6,5,6,4,6,6,6,6,5,3,3,5,5,7,6,4,5,5,6,6,6,5,5,5,2, ,1, ,1,1,2,2,2074,0,0,0,0,0,1,6
808,19,19, ,1, ,1,1,1,1,1,1,1,1,1,1,1,2,2,7,4,7,7,1,2,7,2,7,1,7,6,4,4,4,4,4,1,6,4,4,4,4,1,5,4,20,25,25,20,10,4,4,5,4,3,3,4,5,5,5,5,4,5,6,6,30,20,10,20,20,5,5,2,5,6,4,4,6,5,5,6,6,4,6,6,6,6,7,7,7,1,7,6,6,6,6,5,7,4,6,4,6,4,4,2,1,1,1,6,5,6,6,4,6,6,6,6,7,7,1,2,6,5,6,5,6,1,6,3,1,2,3,4,1, ,1, ,1, ,5,1,2075,0,0,0,1,0,0,6
620,17,18,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,7,7,7,7,4,2,7,3,5,5,7,6,5,2,6,5,5,2,4,5,7,5,3,3,2,5,15,10,15,30,10,5,4,5,5,5,5,5,5,5,4,6,6,6,5,5,20,20,20,20,20,5,5,5,6,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,5,5,6,4,5,6,5,5,6,5,5,3,5,3,4,4,4,6,4,5,4,5,5,5,4,5,5,4,2,4,6,6,5,3,6,5,5,4,5,4,5,4,1, ,1, ,1, ,3,1,2075,0,0,0,0,0,1,3
772,20,20,4,1,3,1,1,1,1,1,1,1,1,1,1,0,1,2,7,5,7,7,5,7,7,7,5,5,4,6,3,3,2,2,4,1,5,5,5,6,3,4,5,3,30,15,15,30,10,5,5,5,5,4,5,6,6,6,5,6,7,7,5,5,30,25,10,10,25,6,6,4,6,6,5,4,6,6,6,6,5,5,5,6,5,5,5,5,5,6,6,5,5,5,6,5,6,5,7,6,7,4,4,3,2,1,1,6,3,5,3,6,4,4,2,5,6,4,3,5,5,6,7,5,6,7,7,5,6,3,7,4,1, ,1, ,1, ,2,1,2076,0,0,0,0,0,1,7
699,12,16,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,3,6,1,1,6,6,7,5,2,7,1,1,2,5,2,1,1,1,4,4,4,1,1,1,20,20,20,20,20,5,4,4,4,3,3,4,5,4,4,5,4,4,4,3,50,20,5,5,20,4,3,3,4,4,6,4,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,4,4,6,5,5,5,6,6,6,6,5,5,3,3,3,6,5,6,6,4,5,5,5,5,3,4,5,5,4,2,6,2,5,5,4,3,2,2,5,4,1, ,1, ,1, ,3,1,2085,0,0,1,0,0,0,6
39,10,10,6,1,3,1,1,0,1,0,0,1,0,1,1,0,2,1,1,1,2,2,6,5,7,7,7,7,4,4,3,2,5,6,3,1,1,4,5,5,3,4,3,2,20,25,25,20,10,5,5,6,5,6,6,7,6,6,6,7,7,7,6,6,10,50,15,20,5,5,5,5,6,6,5,6,7,5,4,6,7,7,7,7,7,7,7,5,4,5,5,6,6,5,6,6,7,5,6,5,6,5,5,2,1,1,1,7,7,7,7,2,6,7,6,7,1,1,1,1,6,6,4,3,7,4,4,7,7,6,4,4,1, ,1, ,1, ,1,2,2087,0,0,0,0,0,1,5
323,25,26,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,1,7,1,7,4,1,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,5,10,20,15,50,5,3,4,3,4,3,3,3,5,4,4,4,4,3,4,4,20,20,10,15,35,4,5,3,4,3,4,5,5,4,4,5,5,5,4,5,4,4,3,5,4,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,4,5,4,4,4,5,5,5,4,4,4,5,2,3,4,3,2,4,1,4,4,1, ,1, ,1, ,3,1,2088,0,0,0,0,0,1,7
1035,33,33,2,1,3,0,1,0,1,0,1,0,0,1,1,1,1,2,1,1,2,7,1,2,2,4,4,2,2,7,4,2,4,3,5,4,4,4,4,4,1,2,1,1,25,25,25,25,0,6,5,7,5,4,4,4,6,6,6,7,7,7,7,4,10,20,10,30,30,4,4,4,6,6,6,3,4,4,4,4,4,4,6,6,6,6,6,3,4, ,7,7,7,7,7,7,6,7,7,7,7,7,7,1,1,1,1,6,6,6,6,7,6,5,6,6,7,7,2,1,6,7,7,5,7,7,7,7,2,2,7,1,1, ,1, ,1,2,5,1,2088,0,0,1,0,0,0,3
630,13,32,0,1,3,1,1,1,0,1,1,1,1,1,0,1,1,4,1,1,7,6,1,7,1,5,3,3,5,5,5,2,3,2,5,2,6,6,5,5,6,2,2,5,10,40,10,30,10,5,5,5,5,4,4,6,4,4,5,4,5,5,5,5,10,20,10,30,30,6,5,6,5,6,6,4,5,5,6,6,6,6,6,6,7,5,7,7,7,7,7,6,6,6,7,6,6,6,7,5,6,6,7,1,1,1,1,7,7,6,6,7,7,7,7,7,7,7,1,1,7,7,5,4,7,7,7,6,6,3,7,2,1, ,1, ,1, ,5,2,2089,0,0,1,0,0,0,3
17,5,5, ,1, ,1,1,1,1,1,1,1,0,1,1,1,2,3,7,7,7,7,7,7,7,1,5,5,7,4,7,5,6,7,7,4,7,7,7,7,7,7,5,7,30,30,20,11,9,6,5,6,7,6,6,7,6,6,7,7,7,7,7,6,25,25,20,18,12,7,6,6,7,7,7,5,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,6,6,7,7,6,1,3,1,2,7,7,7,7,6,7,7,7,7,7,7,1,4,7,7,1,7,7,1,7,4,7,4,2,7,1, ,1, ,1, ,2,2,2090,0,0,0,0,0,1,2
796,5,5,4,3,3,0,1,0,0,0,1,1,1,1,1,0,1,2,7,1,7,5,2,7,1,7,3,3,1,4,7,5,7,7,7,5,1,1,1,1,1,1,1,1,25,25,20,20,10,4,4,3,4,4,3,4,5,5,4,5,5,6,6,6,20,10,10,10,50,4,4,4,4,4,4,5,5,4,4,5,4,4,6,6,6,6,6,6,6,6,3,4,1,3,3,4,3,1,1,4,4,4,1,7,1,1,2,4,4,4,4,3,5,5,4,7,1,1,1,1,1,1,6,1,5,5,4,2,1,1,4,1,2,1,1, ,1,1,3,1,2090,0,0,1,0,0,0,6
186,42,42,10,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,7,7,6,1,6,7,3,3,4,7,6,5,6,4,7,5,7,7,7,7,7,3,2,5,15,20,20,20,5,5,5,5,6,4,3,4,6,6,6,6,5,6,6,4,15,15,15,40,15,6,6,6,6,6,6,5,6,5,6,6,5,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,3,5,1,1,1,1,6,7,4,7,7,5,6,7,6,7,7,2,2,6,7,5,5,7,7,7,7,7,4,7,3,1, ,1, ,1, ,6,2,2093,0,0,0,0,0,1,5
666,31, ,5,1,1,1,1,1,1,1,1,1,1,1,1,0,2,4,7,7,7,2,4,1,1,1,1,1,7,4,5,7,7,5,7,4,5,7,6,6,4,1,4,7,60,30, ,5,5,4,4,5,4,3,4,4,3,4,4,6,5,5,5,4, ,30, ,10,30,6,6,7,6,5,6,6,6,7,7,7,7,7,7,6,7,6,7,6,6,5,7,7,7,6,7,6,7,6,7,7,7,7,6,1,1,1,1,7,7,7,7,7,7,7,6,7,7,7,1,1,7,7,7,7,7,7,7,5,5,3,7,7,1, ,1, ,1, ,6,2,2093,0,0,0,0,0,1,6
718,5,7, ,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,4,1,1,4,1,3,5,3,2,5,6,3,1,1,1,2,5,2,1,1,1,25,25,15,25,10,5,4,4,4,3,4,5,5,5,4,6,6,5,4,3,25,15,10,25,25,5,5,4,5,4,3,3,3,5,5,5,4,3,5,6,6,4,5,5,4,6,5,5,5,4,5,4,4,3,3,3,5,4,3,1,1,1,1,5,6,4,5,6,3,4,5,4,2,5,2,2,1,4,4,3,5,6,5,3,5,2,6,2,2,1,2,1,1,4,4,2,2094,0,0,1,0,0,0,2
362,26,26,0,2,2,1,0,1,0,1,1,1,1,1,0,1,1,3,6,2,4,6,1,6,6,2,7,5,2,7,2,1,2,4,2,1,3,2,6,6,3,1,1,1,30,20,20,20,10,5,4,4,5,4,3,4,6,5,4,6,6,6,4,4,30,30,10,10,20,5,4,4,5,4,6,5,5,5,5,6,6,6,6,6,6,4,5,5,5,5,6,5,4,5,4,6,6,4,5,5,5,6,5,4,4,4,4,6,5,7,4,4,4,5,5,4,4,4,5,5,4,6,6,3,4,5,4,2,5,1,5,4,2,2,2,2,1,2,3,1,2095,0,0,1,0,0,0,5
1064,10,10,5,1,3,1,0,1,1,1,1,1,1,1,1,0,2,3,5,1,4,6,4,3,3,5,6,3,4,6,2,4,4,5,4,1,4,4,6,6,4,6,4,4,24,24,24,24,24,7,6,6,7,6,6,7,7,6,6,6,6,7,6,5,20,20,20,20,20,6,6,7,6,5,6,6,7,6,6,6,6,5,7,7,7,7,6,6,6,6,7,6,5,5,6,6,5,5,6,5,6,4,4,3,1,1,1,6,6,6,6,7,6,6,6,6,6,5,5,4,5,5,6,5,5,7,6,4,5,1,7,4,1, ,1, ,1, ,3,2,2099,0,0,0,0,0,1,2
989,8,8,1,2,3,1,1,0,1,0,1,1,0,1,0,0,1,1,3,6,5,7,1,1,2,1,7,7,2,7,3,1,2,6,3,1,4,1,4,5,2,1,1,1,80,5,5,5,5,5,4,5,5,3,4,5,6,5,6,6,5,5,6,4,25,25, ,25,25,6,5,6,6,6,6,5,4,6,5,6,4,4,6,7,6,7,6,6,6,7,5,6,5,5,5,6,6,5,6,4,6,5,5,6,2,1,1,6,6,5,6,6,7,6,6,6,1,3,7,4,5,6,6,3,4,4,6,1,2,1,6,2,1, ,1, ,1,1,3,2,2099,0,0,1,0,0,0,6
29,18,18, ,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,5,1,7,7,7,5,7,7,3,3,6,5,6,4,7,6,6,4,6,6,7,7,6,6,4,5,20,30,20,20,10,5,5,3,5,3,3,6,6,5,5,7,5,5,7,6,20,30,20,10,20,7,5,5,5,6,6,5,7,5,5,6,7,7,5,6,6,5,6,6,6,6,7,7,5,5,6,7,5,5,6,6,7,4,4,1,1,1,1,6,6,6,6,7,6,6,5,6,6,7,1,5,7,7,2,6,7,7,7,7,7,7,7,4,2,1,1, ,1, ,2,1,2099,0,0,0,0,0,1,7
915,14,16,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,3,2,1,3,2,2,3,3,2,5,4,3,6,6,6,6,6,6,4,6,5,6,5,4,4,4,6,25,25,20,15,15,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,25,15,20,15,25,6,6,6,5,6,7,7,7,5,6,5,5,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,7,6,4,7,7,6,6,7,7,4,6,7,7,6,4,6,4,6,4,6,4,4,5,1, ,1, ,1,5,3,2,2100,0,0,0,0,0,1,7
281,7,11,2,3,2,0,1,0,1,1,1,0,1,1,1,0,1, ,7,1,7,7,4,7,7,7,7,5,2,6,7,7,7,7,7,4,5,4,6,6,4,5,2,4,25,25,20,20,10,5,4,6,4,4,5,3,5,4,6,6,6,5,3,3,15,25,20,10,30,3,3,2,5,5,6,4,5,3,2,3,2,1,4,5,4,3,6,6,6,6,3,5,2,2,2,5,5,4,4,4,6,4,6,2,1,1,1,7,6,6,4,4,6,5,4,5,7,5,5,5,4,6,5,1,4,1,4,1,1,1,1,1,2,1,2,1,1,1,6,2,2100,0,0,0,0,1,0,6
984,23,18,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,7,1,5,7,2,7,7,1,6,2,5,4,7,3,7,7,7,6,6,7,7,6,6,2,2,4,20,10,50,10,10,5,5,6,6,5,6,6,5,6,5,7,7,7,7,7,35,30,5,10,20,7,6,7,6,6,7,5,7,6,6,7,6,5,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,6,7,7,7,7,7,7,7,7,1,1,7,7,4,6,7,6,7,7,6,2,7,4,1, ,1, ,1, ,3,2,2107,0,0,1,0,0,0,3
288,1,5,3,2,2,0,1,0,1,1,1,0,0,0,0,0,1,2,5,5,5,5,4,5,3,3,6,5,3,4,3,3,2,6,4,2,4,2,3,3,2,3,1,1,40,20,20,10,10,5,4,4,5,4,4,3,5,4,4,4,4,4,3,2,30,20,10,10,30,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,4,3,3,2,3,2,3,2,3,4,3,3,5,4,4,4,3,3,2,4,4,3,2,2,5,2,1,2,1,1, ,5,2,2110,0,0,0,1,0,0,7
610,6,4,6,2,3,0,1,0,0,1,0,1,1,1,1,1,1,3,5,6,7,7,1,6,7,1,7,4,2,7,7,4,7,7,7,6,6,6,6,6,5,4,6,6,25,15,20,15,10,5,5,4,5,5,4,4,5,5,6,6,5,5,5,5,25,20,15,15,25,5,5,4,5,5,5,3,6,5,4,5,4,4,6,6,6,6,6,6,6,6,4,6,5,3,6,5,6,5,5,3,4,4,4,1,4,1,1,6,4,4,4,6,6,6,6,6,7,7,1,4,6,7,4,3,7,7,7,6,1,1,7,4,2,1,2,1,1, ,6,2,2111,0,0,0,0,1,0,6
312,16,14,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1, ,2,4,7,7,7,6,2,7,4,3,4,7,7,7,7,5,7,3,7,7,7,7,7,7,5,7,15,10,10,50,15,6,6,5,7,5,5,7,7,6,5,7,7,7,7,7,10,20,20,30,20,5,5,5,6,6,4,7,7,5,7,6,5,7,7,7,7,7,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,6,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,7,4,1, ,1, ,1,1,2,1,2113,0,0,0,0,0,1,7
528,10,12,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,7,7,2,5,7,5,4,3,5,6,5,3,3,3,4,2,5,4,7,7,7,2,6,6,20,20,20,20,20,4,4,4,4,3,5,3,3,4,4,7,5,5,5,5,20,25,10,20,25,4,4,4,5,6,4,5,6,5,5,5,5,3,6,5,5,5,4,4,4,4,6,5,5,4,4,4,5,5,6,4,4,4,4,2,2,2,2,6,6,6,6,6,6,5,5,5,7,7,5,5,5,6,7,5,2,7,6,2,4,3,7,7,1, ,1, ,1, ,3,1,2116,0,0,0,0,0,1,5
1031,11,11,10,2,3,1,1,1,1,1,1,1,1,1,0,0,1,3,4,4,7,7,7,7,7,4,7,7,7,5,5,5,7,7,5,1,5,5,7,7,7,1,4,4,50,30,10,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,6, ,60,10,5,20,5,7,7,7,5,6,4,6,7,6,6,6,6,6,7,7,7,7,6,5,5,5,6,6,6,5,5,6,6,5,7,5,6,6,6,1,1,1,1,7,6,7,6,7,6,6,6,6,6,7,1,4,7,7,7,4,7,6,7,1,6,7,7,7,1, ,1, ,1, ,3,2,2118,0,0,0,0,0,1,4
788,29,29,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,7,1,3,1,7,7,4,1,7,2,1,2,3,3,1,7,4,7,7,5,7,1,4,40,20,15,20,5,6,6,5,6,5,5,5,5,5,5,5,5,5,6,2,40,20,20,10,10,6,6,6,5,5,6,5,4,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,6,6,6,6,6,6,7,7,3,4,7,6,2,4,6,5,5,5,2,1,5,5,1, ,1, ,1, ,3,2,2119,0,0,0,1,0,0,5
1127,4,4,20,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,7,7,5,7,7,7,5,3,7,4,5,4,5,6,6,4,7,7,7,7,7,4,7,6,20,20,20,20,20,5,5,6,5,4,4,5,6,6,5,6,6,6,6,6,20,20,20,30,10,5,5,4,4,5,5,3,4,3, ,4,3,2,4,4,4,6,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,5,4,4,4,4,4,5,4,7,7,1,4,7,7,4,7,7,7,7,7,7,5,7,5,2,1,2,1,1, ,6,1,2120,0,0,1,0,0,0,3
727,15,15,2,1,3,1,1,1,1,1,1,1,1,1,0,0,1,3,4,1,3,5,3,3,1,4,6,4,3,4,3,2,2,5,4,1,5,3,5,5,3,1,2,2,10,30,30,20,10,4,4,5,3,3,5,5,5,4,5,5,6,5,3,3,30,30,20,10,10,5,4,2,4,4,3,1,7,3,4,5,3,2,7,7,6,5,6,6,5,6,5,4,4,4,7,6,5,5,5,6,4,4,4,2,6,4,2,6,6,6,6,6,6,6,5,6,4,4,6,6,1,2,5,2,4,1,4,2,3,1,2,7,1, ,1, ,1, ,2,1,2120,0,0,0,0,0,1,1
847,17,11,6,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,5,1,6,4,7,7,7,5,4,5,5,7,5,2,6,5,7,7,5,3,2,6,20,30,25,15,10,5,4,5,6,4,3,2,6,5,4,4,5,5,6,4,25,20,20,25,10,5,5,6,5,5,3,6,5,5,5,6,7,4,5,5,6,6,5,6,4,6,5,5,4,5,6,6,7,6,7,5,6,6,5,3,3,1,1,6,7,5,7,6,6,6,7,6,4,3,2,5,6,6,7,5,4,7,7,4,5,2,7,2,1, ,1, ,1,2,5,2,2121,0,0,1,0,0,0,4
