q11_id,q12_age_int,q13_age_attd,q14_no_game,q15_team_sup,q16_attd_who,mar28,apr17,may2,may9,may23,june6,june27,july4,july24,july31,aug15,q18_game_last,q19_sport_fx,q21,q22,q23,q24,q25,q26,q27,q28,q29,q210,q211,q3,q41,q42,q43,q44,q45,q46,q51,q52,q53,q54,q55,q56,q57,q58,q61,q62,q63,q64,q65,q71,q711,q712,q72,q721,q722,q723,q73,q731,q732,q74,q741,q742,q75,q751,q81,q82,q83,q84,q85,q91,q911,q912,q92,q921,q922,q923,q924,q93,q931,q932,q933,q934,q94,q941,q942,q943,q95,q951,q952,q953,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q12a,q12b,q12c,q12d,q131,q132,q133,q134,q135,q136,q137,q138,q139,q141,q142,q143,q144,q145,q146,q151,q152,q153,q154,q155,q156,q157,q158,q159,q1510,q16,q17,q18,q18b,q19,q20,q21_agev152,q22_sexv153,q23_postcode,q24a,q24b,q24c,q24d,q24e,q24f,q25_incomev161
861,6,9,6,2,2,0,1,0,0,1,0,0,0,1,1,1,1,3,7,7,7,7,1,7,3,1,6, ,4,4,6,6,7,7,6,3,5,5,4,2,2,3,1,2,10,20,35,30,5,5,4,3,5,4,4,4,4,4,3,6,5,6,4,3,20,20,20,20,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,4,5,5,4,2,3,6,3,4,3,6,6,4,2,1,2,1,1,1,5,2,2570,0,0,0,1,0,0,2
1220,10,3,2,2, ,1,0,0,0,0,0,0,1,0,0,1,1,3,7,3,6,7,3,7,3,5,7,2,4,5,2,3,5,5,2,2,2,3,6,6,2,4,4,3,10,20,20,20,10,4,4,6,5,5,6,6,6,6,6,5,5,6,5,5,15,25,15,20,25,4,4,4,5,5,6,4,5,4,6,6,5,4,6,6,6,5,5,5,6,5,6,6,6,6,6,6,5,5,6,6,6,5,5,3,1,1,1,7,7,6,6,4,6,6,6,7,4,4,3,5,4,4,6,2,6,5,3,5,5,3,6,3,1, ,1, ,1,1,3,1,2571,0,0,0,0,0,1,6
930,8,1,7,1, ,0,1,0,0,1,1,1,0,1,0,1,1,3,7,7,7,7,6,4,7,6,6,5,7,7,7,6,7,7,7,7,7,7,7,7,6,4,7,6,20,20,20,20,20,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,20,20,20,20,20,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,7,7,7,7,6,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,4,7,7,7,4,7,7,7,6,5,3,7,7,1, ,1, ,1, ,1,2,2585,0,0,0,0,0,1,3
1128,9,19,2,1,2,1,1,1,1,1,1,0,0,1,1,1,1, ,7,7,7,7,4,7,6,1,5,5,7,4,5,5,7,6,6,4,6,6,6,6,4,4,1,1,20,22,10,28,20,5,5,5,5,5,6,5,6,5,5,6,6,6,6,6,10,25,20,25,20,6,5,3,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,6,6,5,5,6,5,5,5,5,6,7,1,1,7,7,3,5,5,5,5,4,4,6,6,5,1, ,1, ,1, ,6,2,2620,0,0,0,1,0,0,4
1048,10,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,1,1,1,1,1,7,7,7,7,4,1,6,6,6,4,7,6,6,6,5,1,3,5,5,25,25,25,20,6,6,7,7,7,6,5,7,7,4,7,7,7,7,7,40,2,2,16,40,7,6,6,4,4,4,1,1,4,4,4,4,4,7,7,7,7,7,7,7,4,7,7,4,4,4,4,4,4,7,4,7,4,7,1,1,1,1,7,7,1,6,7,6,4,7,7,7,7,7,4,7,7,4,6,7,7,7,1,7,1,7,1,1, ,1, ,1, ,5,2,2620,0,0,0,0,0,1,3
425,10,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,2,4,7,7,7,7,2,7,5,1,5,2,4,5,7,3,7,4,6,4,7,7,7,7,6,4,4,4,10,40,10,30,10,5,5,6,6,6,7,7,6,6,7,6,7,6,7,6,10,25,40,10,15,7,7,7,7,7,7,6,7,5,7,6,6,5,6,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,7,7,7,2,1,2,1,7,7,7,7,7,7,7,7,7,7,7,1,2,7,7,7,7,7,7,7,7,7,7,7,7,1, ,1, ,1, ,1,1,2650,0,0,0,0,0,1,2
653,14,28,3,1, ,0,1,0,0,0,1,0,0,0,0,1,1,4,7,7,7,7,7,7,6,6,5,2,4,7,6,6,7,6,7,5,7,7,7,7,6,4,5,6,10,20,10,40,20,5,5,5,6,5,7,6,6,5,5,7,7,7,7,6,10,20,50,10,10,5,6,6,6,7,7,7,7,6,7,7,7,7,5,5,6,7,6,6,6,7,7,6,6,6,5,6,6,6,6,6,6,6,7,1,1,1,1,6,5,6,5,5,6,6,4,5,7,7,1,3,7,7,5,5,7,7,6,7,7,7,7,6,1, ,1, ,1,2,3,1,2650,0,0,0,1,0,0,1
75,7,11,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,5,7,5,7,4,1,5,1,4,6,7,7,7,7,7,6,6,5,7,5,2,4,2,4,30,30,20,10,10,4,4,4,4,4,5,3,6,6,6,5,4,6,6,6,20,20,40,10,10,5,5,3,6,7,5,6,4,3,3,6,2,2,5,6,6,3,6,5,6,7,6,7,4,5,5,4,6,4,6,5,4,4,5,1,1,1,1,7,7,6,4,4,3,6,5,7,4,7,1,1,5,7,7,1,7,7,4,4,7,1,7,7,2,3,2,3,1,3,5,2,2747,0,0,1,0,0,0,2
664,35,30,15,2, ,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,7,5,7,2,7,6,5,4,7,3,7,5,7,5,6,7,7,7,4,5,4,4,10,10,10,10,10,5,5,5,5,5,5,6,6,6,6,5,5,6,5,3,30,5,5,5,5,2,3,1,3,2,6,2,4,3,2,4,4,4,4,3,4,4,5,5,6,6,4,7,7,4,7,4,6,4,7,7,7,4,4,3,1,1,1,1,6,4,4,4,4,1,4,1,7,7,1,7,7,7,1,7,7,1,7,7,7,7,1,7,1, ,1, ,1, ,5,1,2750,0,0,0,0,1,0,6
360,25,25, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,4,7,7,4,1,7,3,1,1,4,1,4,5,4,2,1,1,2,7,7,1,5,3,4,10,10,10,45,25,7,6,6,6,7,6,6,6,5,7,7,6,5,6,7,5,35,15,15,30,4,5,5,5,5,4,6,6,4,6,6,6,6,6,6,6,6,5,5,4,4,5,6,6,5,5,5,5,5,5,5,5,6,5,1,3,1,1,6,6,6,6,4,6,6,4,6,6,7,3,5,5,6,5,1,4,7,4,1,1,1,5,4,1, ,1, ,1, ,3,2,2760,0,0,0,0,0,1,7
511,12,16,3,2,3,0,0,0,0,1,0,0,1,0,0,0,1,3,7,1,7,7,7,7,7,1,7,4,7,4,4,4,7,7,4,1,4,4,7,7,4,4,1,1,10,40,20,20,10,4,4,4,4,5,5,5,5,4,7,7,6,6,4,4,20,20,20,20,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,6,7,7,7,4,7,7,7,1,4,7,7,1,7,7,7,7,7,7,7,7,4,1, ,1, ,1, ,5,1,2760,0,0,0,1,0,0,7
174,4,4, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1, ,7,7,7,7,6,7,6,4,6,2,7,7,7,4,7,6,7,5,7,7,7,7,7,1,6,7,15,20,30,20,15,5,5,6,6,5,6,6,6,6,6,7,7,7,7,7,20,25,15,15,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,7,7,7,6,7,6,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,6,7,6,7,4,4,5,7,5,1, ,1, ,1, ,2,1,2774,0,0,0,0,0,1, 
828,20,5,0,1,3,1,1,1,1,1,0,0,0,0,0,1,1,2,5,1,7,7,5,6,1,5,7,7,5,7,2,3,2,5,2,1,5,3,7,7,5,1,4,2,15,20,35,25,5,6,5,7,6,7,7,6,7,7,7,7,7,7,6, ,25,30,12,12,20,6,6,5,6,5,7,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,5,6,4,4,6,7,4,6,7,4,7,6,7,2,1,1,1,6,7,3,6,6,6,6,6,7,3,3,3,5,7,7,6,2,7,5,5,4,5,1,5,4,2, ,1, ,2, ,2,1,2902,0,0,0,0,0,1,7
770,5,10,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,7,7,7,7,7,7,7,1,7,3,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,20,20,20,20,20,7,6,6,7,6,7,7,7,6,7,7,7,7,7,6,20,20,20,20,20,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,1,7,7,7,7,5,7,7,7,4,2,1,2,1,2, ,5,2,4680,0,0,0,1,0,0,2
1010,15,15,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,7,5,3,3,1,5,3,7,7,7,4,6,7,7,7,7,7,7,7,4,4,4,7,30,20,20,20,10,6,5,6,5,4,6,6,7,6,6,7,7,7,4,4,20,20,20,20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,6,6,6,6,6,6,7,6,7,6,7,1,1,1,1,7,6,6,6,4,5,6,6,6,7,7,1,4,7,7,4,7,7,7,7,4,4,7,7,4,2,3,2,3,2,1,2,1,7050,0,0,1,0,0,0,3
918,11,11,8,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,7,7,1,2,7,7,7,3,5,7,7,4,7,7,7,4,7,7,7,7,5,4,4,6,25,10,15,30,20,4,3,3,3,3,4,5,4,5,6,6,6,6,5,4,20,20,20,30,10,6,7,7,6,6,7,6,6,5,5,6,7,7,6,6,5,2,7,7,7,3,6,6,6,6,6,6,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,4,5,5,6,7,7,7,1,4,7,7,4,4,6,2,5,5,7,5,3,4,2,2,1, ,1, ,1,1,2025,0,0,0,0,1,1,6
195,8,10,15,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,6,6,5,5,4,4,7,7,4,6,7,5,6,7,7,6,6,5,2,2,5,6,5,3,30,40,10,10,10,5,5,4,5,6,6,5,5,5,4,6,5,4,5,3,50,10,10,10,20,5,3,4,5,4,5,3,3,5,5,5,4,3,6,5,7,5,5,4,4,3,5,4,6,5,6,6,5,6,5,6,6,5,6,3,2,2,3,5,6,5,5,3,6,7,6,6,2,3,4,6,5,6,7,5,3,7,6,3,2,5,7,6,1, ,1, , , ,1,2,2065,0,0,0,1,0,1,7
7,30,30,11,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,6,7,7,3,4,2,1,7,5,7,4,5,3,7,5,4,2,4,5,7,6,2,5,3,5,30,40,10,15,5,5,4,6,5,4,5,5,5,4,5,6,6,6,5,5,20,20,10,25,25,5,5,5,5,5,6,5,6,4,4,4,5,4,6,6,6,6,6,5,5,6,5,5,3,4,5,6,6,5,6,4,5,6,5,1,2,1,1,6,6,5,5,5,5,5,5,6,6,6,5,4,6,6,6,4,5,5,5,3,4,1,6,7,1, ,2,1,1, ,6,2,2070,0,0,0,1,1,0,6
187,7,14,5,3,2,1,0,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,4,7,7,1,7,5,7,6,7,7,7,7,7,4,7,4,7,7,5,5,4,5,40,10,20,20,10,5,5,2,5,3,6,5,4,5,5,6,7,7,5,5,10,10,10,30,10,6,6,5,6,6,6,6,7,5,2,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,5,1,7,2,2,3,6,6,6,4,6,7,6,7,7,7,1,6,4,5,4,4,7,7,7,1,4,1,7,4,2,3, , ,1,4,6,2,2085,0,0,1,0,0,1,6
599,40,40,3,1,2,1,1,1,0,1,1,0,1,1,1,1,1,3,6,7,7,7,3,2,5,6,6,3,3,6,4,3,4,3,4,2,5,5,6,6,2,2,4,6,30,20, ,20,30,4,4,5,4,2,3,5,5,6,6,5,5,6,4,4,20,20,10,40,10,5,6,5,6,7,4,5,7,4,4,7,6,5,6,6,6,2,6,6,5,7,5,6,6,3,3,5,7,5,6,3,6,3,5,1,2,1,1,6,6,7,6,5,5,7,5,7,5,6,5,6,5,6,7,5,6,4,7,2,6,2,6,7,1, ,1, ,1, ,6,2,2090,0,0,0,1,1,0,6
243,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1, ,7,7,7,7,1,7,5,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,5,5,2,3,10,25,20,25,20,6,5,6,5,5,6,6,6,6,5,6,7,7,6,5,30,20,20,20,10,6,5,4,5,6,5,4,5,4,5,6,6,4,6,7,7,6,7,7,7,7,6,5,7,6,6,7,6,4,7,6,6,4,5,2,4,3,3,6,6,5,5,4,5,7,6,6,7,7,5,5,7,7,5,4,5,7,7,5,6,1,7,1,1, ,1, ,1,2,1,2,2120,0,0,0,1,0,1,7
11,6,10,2,3,2,1,1,0,1,0,1,1,1,1,1,1,2,3,6,6,5,5,4,5,4,4,7,5,3,6,6,5,5,6,5,4,4,4,5,5,4,3,3,2,65,10,10,10,5,4,4,5,5,5,4,4,4,4,5,5,5,6,6,6,15,25,10,25,25,5,5,4,4,4,5,4,6,5,5,5,5,6,6,6,6,5,5,5,5,7,5,5,5,4,5,4,5,5,6,5,5,6,6,2,1,1,2,5,5,6,5,5,6,6,5,5,5,5,3,3,5,5,4,3,5,5,4,4,5,3,6,3,2,1, , ,1,1,2,2,2122,0,0,1,0,0,1,2
58,4,8, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,1,7,1,6,1,7,2,7,4,7,7,7,7,7,7,7,7,7,7,7,4,1,5,25,25,20,15,15,5,5,4,5,4,4,3,6,5,5,5,4,6,5,4,20,20,20,20,20,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,5,5,5,5,6,5,5,1,1,1,1,7,7,7,7,6,7,7,7,7,4,5,1,7,7,7,5,6,7,7,7,7,5,1,7,1,2,2, , , ,2,4,2,2153,0,0,0,0,1,1, 
162,6,7,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,7,7,5,7,1,3,3,7,7,3,5,6,6,2,4,7,6,3,3,5,7,6,2,1,1,2,5,20,30,30,15,4,4,4,6,6,6,6,5,5,5,6,6,6,6,6,20,20,20,20,20,6,6,6,7,6,5,6,6,5,5,5,4,3,6,5,6,7,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,1,1,1,1,6,7,7,5,7,7,7,7,7,7,5,1,2,7,7,1,4,7,7,4,6,6,1,7,1,1, ,1, ,1,1,1,2,2156,0,0,0,1,0,1,7
586,11,12,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,6,6,5,3,5,3,7,5,3,7,4,5,3,5,5,2,2,4,6,6,3,3,4,3,20,20,20,20,20,5,5,5,5,4,4,4,6,6,5,6,6,6,6,6,40,20,10,10,20,6,5,2,6,5,5,5,6,4,5,6,6,6,6,6,6,5,6,6,6,6,5,6,4,6,5,5,3,4,6,6,6,6,3,1,1,1,1,7,6,6,6,7,5,5,5,5,5,4,1,5,6,6,4,6,6,7,7,2,1,1,7,3,1, ,1, ,1, ,5,2,2196,0,0,1,1,0,0,6
603,14,14,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,6,7,3,7,7,7,7,3,7,7,6,4,7,5,5,2,4,4,7,7,7,6,5,7,20,20,20,20,20,5,5,4,5,5,5,5,5,4,6,6,7,7,7,7,20,15,15,20,30,6,7,6,6,7,5,4,5,6,6,6,5,4,7,7,7,5,4,4,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,7,6,6,5,6,5,6,6,7,7,7,1,7,7,7,7,4,4,2,6,4,4,2,2,5,1, ,1, ,1, ,1,1,2216,0,0,0,1,0,1,3
839,12,12,10,1, ,1,1,1,1,1,0,1,1,1,1,1,1,1,5,7,7,7,7,4,7,7,7,7,4,7,4,4,6,6,4,4,6,5,6,6,4,4,4,5,20,20,20,20,20,5,5,6,6,5,5,6,5,5,6,6,6,6,5,6,20,20,20,20,20,5,5,7,6,7,7,4,6,5,5,4,2,4,5,6,7,6,5,6,6,3,7,6,6,6,6,5,7,6,7,6,6,6,7,3,2,1,1,5,5,4,5,5,5,4,4,5,6,6,1,7,7,7,7,1,7,7,5,5,7,4,7,7,1, ,1, ,1, ,1,2,2560,0,0,0,1,0,1,4
547,21,21,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,7,6,1,5,6,1,3,1,2,5,3,5,5,4,4,3,4,4,5,5,2,1,1,3,10,50,20,10,10,3,3,4,4,3,3,4,3,3,4,4,4,3,6,4,10,50,10,20,10,5,6,6,4,4,4,4,4,5,6,6,5,5,5,5,4,6,4,4,4,4,4,5,4,4,5,4,5,4,4,3,4,2,2,4,1,2,1,4,5,6,4,4,5,5,4,6,6,7,2,4,4,6,4,3,5,7,7,4,1,3,7,2,1, ,1, ,1, ,5,1,2581,0,0,0,1,1,0,4
960,4,5,6,2,3,1,1,1,1,1,1,0,1,1,1,1,1,1,7,7,7,7,7,7,7,4,7,5,4,4,7,7,7,7,7,6,6,6,6,6,5,7,4,5,10,30,25,25,10,4,4,4,2,2,3,4,3,3,4,4,4,5,4,4,20,40,10,20,10,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,2,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,4,5,5,5,6,4,5,1,6,4,2, ,1, ,1, ,2,2,2073,0,0,0,1,1,1,6
863,36,97,6,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,7,7,7,7,1,2,2,7,7,3,2,3,6,7,4,6,4,2,4,4,7,7,5,5,5,6,15,25,25,25,10,4,5,5,5,3,4,3,5,5,5,6,6,6,6,5,5,20,15,30,30,6,7,4,6,5,5,6,6,6,6,7,7,7,6,7,6,7,6,6,6,6,7,6,5,5,7,6,6,5,5,4,5,4,5,1,2,2,2,6,6,6,6,6,6,6,5,7,2,5,7,6,3,3,7,2,2,4,3,1,1,1,5,4,1, ,1, ,1, ,5,1,2126,0,0,0,1,1,1,4
308,20,16,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,7,7,1,6,1,6,4,4,2,4,1,1,1,4,2,1,1,1,1,4,1,1,1,1,50,15,15,15,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,4,30,10,10,20,30,5,5,5,5,5,5,5,5,4,4,4,4,4,6,6,6,6,5,5,5,5,5,4,4,4,5,5,4,4,5,4,5,4,4,1,1,1,1,6,4,4,4,6,5,5,4,6,5,5,5,4,4,4,5,3,3,2,4,2,5,1,3,2,1, ,1, ,1, ,2,1,2223,0,0,0,1,1,1,6
78,5,5,13,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,4,7,4,6,6,4,4,4,4,3,5,6,4,4,4,4,5,5,4,3,4,4,20,20,20,30,10,5,5,6,6,6,5,5,6,6,5,7,6,6,5,5,30,20,10,20,20,3,4,4,4,5,5,6,6,4,5,6,5,4,4,5,6,6,6,6,4,4,5,5,4,3,6,5,3,2,6,5,6,4,4,4,2,2,2,6,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,4,5,4,4,2,4,3,5,3,2,1,2,1,1,1,3,1,2176,0,0,0,4,0,0,2
650,7,4,3,1,2,1,1,0,0,0,0,1,0,1,1,0,1,3,6,6,7,7,3,6,4,6,7,4,5,6,3,6,5,5,4,2,4,4,6,6,3,3,1,4,9,40,30,14,7,4,4,4,5,5,5,6,5,4,5,6,6,6,5,3,25,40,20,15,20,4,4,4,5,5,4,5,5,5,4,6,4,4,6,6,6,6,5,4,5,6,5,5,4,5,6,5,4,5,5,5,6,5,6,3,1,5,1,6,7,7,7,6,6,7,6,4,7,5,4,5,4,7,5,3,5,2,4,5,2,2,5,7,1, ,1, ,1, ,1,1,2650,0,0,0,0,0,6,6
1184,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,4,1,6,4,7, , , ,6,6,6,6,6,6,4,6,5,6,4,4,4,4,5,45,20,20,20,10,5,4,5,6,3,5,4,6,5,5,5,6,3,3,3,30,5,10,30,10,4,3,3,4,3,3,3,3,4,3,3,3,3,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,3,4,5,4,4,5,5,4,4,4,3,4,3,3,7,4,3,5,7,7,6,6,6,6,6,6,2,1,2,1,2,1,7,2,820,0,1,0,0,0,0,2
1022,26,27,4,1,2,0,1,0,0,1,0,1,1,1,1,1,1,2,7,7,6,6,2,6,2,4,3,1,1,4,4,2,2,4,4,1,4,4,4,4,4,2,2,2,10,30,20,20,20,5,4,6,6,4,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,6,6,6,6,5,5,4,5,5,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,6,6,4,5,4,4,6,6,4,6,5,5,4,4,5,1,6,4,4,6,2,2,1, ,1, ,1, ,3,1,2007,0,1,0,0,0,0,2
200,15,17,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,4,4,3,2,7,6,3,4,6,4,7,6,6,5,6,6,6,6,5,4,5,6,20,20,40,10,10,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,15,25,15,20,25,5,4,4,6,6,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,6,6,6,5,4,2,1,1,1,6,6,6,6,6,6,6,6,6,7,7,3,4,6,4,5,3,5,5,6,5,6,2,5,4,2,3,2,3,1,3,3,2,2009,0,1,0,0,0,0,6
30,5,7,11,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,7,7,7,7,7,7,2,2,7,7,7,5,7,7,7,5,7,7,7,7,7,5,4,7,35,35,10,10,10,4,4,3,3,4,3,1,3,4,3,4,3,3,2,2,10,10,20,40,20,6,6,7,5,5,6,6,6,5,6,7,6,3,6,7,7,3,5,6,6,6,6,5,5,5,5,6,6,6,7,3,5,6,6,5,1,1,1,6,6,6,6,7,6,6,5,6,7,7,1,3,7,7,7,7,7,7,7,7,7,7,7,7,2,4,2,4,1,4,5,2,2009,0,1,0,0,0,0,6
504,6,6,20,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,7,1,6,7,7,7,7,6,7,5,7,7,7,5,6,6,7,4,7,6,7,7,6,5,6,6,20,20,20,30,10,7,5,6,6,6,6,6,7,6,6,6,6,6,4, ,10,30,25,10,25,4,6,6,6,6,6,6,6,7,7,7,5,7,6,7,6,5,6,6,7,6,7,6,6,6,7,7,6,6,7,7,7,6,6,3,2,1,1,7,7,6,7,7,6,6,7,6,7,7,4,3,6,7,7,6,5,7,7,5,5,3,7,3,2,1,2,1,1,1,6,2,2009,0,1,0,0,0,0,6
636,11,23,5,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,6,5,4,2,2,7,6,4,5,1,3,2,5,2,1,2,1,1,5,1,2,1,1,20,20,20,20,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , ,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,2,1,5,7,1,2,7,3,3,5,2,1,2,3,1, ,1, ,1, ,5,2,2010,1,0,0,0,0,0,6
741,8, , ,2,3,1,1,0,1,1,0,1,1,0,0,1,1,1,4,1,6,6,4,7,7,1,6,5,2,4,7,4,5,6,7,3,6,4,7,7,4,4,3,3,60,10,10,10,10,5,5,3,5,3,4,5,4,5,4,5,5,6,5,5,10,30,10,25,10,5,5,4,4,5,4,5,6,5,6,6,5,3,6,6,7,5,4,4,4,4,5,1,1,1,1,5,1,4,5,1,4,1,1,3,1,1,1,6,6,4,4,6,5,6,6,6,2,5,6,2,3,5,6,4,5,2,6,2,6,1,3,4,2,2,2, ,1,2,5,2,2010,1,0,0,0,0,0,6
992,43,43, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7,6,5,2,5,2,3,6,2,2,6,5,3,4,3,3,1,5,2,3,3,2,1,2,2,20,20,40,10,10,6,5,7,6,6,6,6,6,6,6,7,7,7,6,6,20,20,20,20,20,6,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,2,1,3,2,4,1,1,4,1, ,2,1,1,1,6,2,2010,0,1,0,0,0,0,6
712,10,17,4,2,3,1,1,1,0,1,1,1,1,1,1,1,2,2,7,1,7,7,1,5,6,1,4,2,5,7,5,2,5,7,5,4,5,5,5,5,2,2,1,4,35,30,15,15,5,5,5,4,5,4,5,5,5,4,5,6,6,7,5,5,10,25,5,40,20,3,3,3,5,5,5,5,7,3,3,4,3,2,6,6,6,6,4,4,4,6,7,6,6,6,6,5,5,6,5,6,5,5,6,4,4,4,1,5,5,6,4,4,6,5,5,5,7,7,2,5,6,7,7,6,5,7,7,5,7,4,7,4,2,2,2,2,1,2,5,2,2010,1,0,0,0,0,0,3
1228,6,8,10, ,3,0,1,1,1,0,1,1,1,1,1,1,2,1,7,1,3,5,2,6,1,1,6,6,1,4,6,5,6,7,6,5,1,1,1,2,1,2,1,1,40,20,10,10,10,5,4,5,5,5,4,4,5,5,5,4,5,5,5,4,10,30,20,15,15,4,5,4,4,3,4,5,4,4,3,3,3,3,6,5,5,4,6,6,6,5,4,4,3,5,5,4,4,3,1,4,5,3,3,6,4,3,4,5,5,4,4,4,5,5,4,5,1,1,4,5,1,2,5,2,3,4,3,3,5,1,4,1,2,1,2,1,1,1,3,2,2011,1,0,0,0,0,0,4
90, ,35,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,6,6,3,2,6,6,6,2,1,6,3,2,5,6,5,1,5,4,6,6,2,3,2,4,22,23,20,20,15,5,5,3,5,5,3,5,6,5,6,6,6,6,5, ,21,19,18,22,20,5,5,4,5,4,5,4,4,5,4,6,5,5,6,6,6,6,5,4,5,6,5,6,6,5,6,5,4,5,6,6,6,4,2,4,2,2,2,5,4,6,4,4,5,5,5,6,6,6,6,4,3,2,4,2,2,4,5,5,3,1,6,4,2,2,2,2,1, ,5,2,2011,1,0,0,0,0,0,2
1034,7,7,12,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,7,3,5,3,3,7,6,6,4,5,4,5,7,6,4,5,5,7,7,6,3,5,5,60,10,10,10,10,5,4,5,6,5,5,6,6,5,5,6,5,6,6,6,30,10,10,10,40,6,5,6,6,5,5,6,6,6,5,4,5,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,6,5,2,2,3,2,7,6,6,6,2,6,6,6,6,7,6,2,6,6,7,1,7,7,1,7,4,5,2,2,3,2,2,1, ,1,2,3,2,2011,1,0,0,0,0,0,6
